itr,err,ans
3740,1.3293328276902587e-05,4.000130055487779
3750,1.3270243270547402e-05,4.000129715233984
3760,1.3247299040341823e-05,4.000129376749803
3770,1.322449472261619e-05,4.000129040021442
3780,1.3201829459084252e-05,4.000128705035259
3790,1.3179302396723734e-05,4.000128371777747
3800,1.3156912687714854e-05,4.00012804023554
3810,1.3134659489320377e-05,4.000127710395407
3820,1.3112541963858612e-05,4.000127382244256
3830,1.3090559278618555e-05,4.0001270557691235
3840,1.306871060576732e-05,4.000126730957183
3850,1.3046995122275383e-05,4.000126407795734
3860,1.3025412009909828e-05,4.000126086272208
3870,1.3003960455085126e-05,4.000125766374163
3880,1.2982639648850045e-05,4.000125448089281
3890,1.296144878680984e-05,4.000125131405366
3900,1.2940387069063968e-05,4.00012481631035
3910,1.2919453700134033e-05,4.00012450279228
3920,1.2898647888952276e-05,4.000124190839325
3930,1.2877968848714899e-05,4.000123880439769
3940,1.285741579693266e-05,4.000123571582018
3950,1.2836987955303e-05,4.000123264254586
3960,1.2816684549682297e-05,4.000122958446103
3970,1.2796504810022632e-05,4.000122654145312
3980,1.2776447970340362e-05,4.000122351341067
3990,1.2756513268671424e-05,4.000122050022326
4000,1.2736699946961554e-05,4.000121750178163
4010,1.2717007251140303e-05,4.000121451797752
4020,1.2697434430942455e-05,4.000121154870375
4030,1.2677980739956534e-05,4.000120859385417
4040,1.2658645435563707e-05,4.000120565332365
4050,1.2639427778855225e-05,4.00012027270081
4060,1.2620327034646403e-05,4.000119981480441
4070,1.2601342471401823e-05,4.0001196916610455
4080,1.2582473361217503e-05,4.000119403232512
4090,1.2563718979781742e-05,4.0001191161848215
4100,1.2545078606329117e-05,4.000118830508052
4110,1.2526551523578631e-05,4.000118546192378
4120,1.2508137017800713e-05,4.000118263228064
4130,1.248983437867366e-05,4.000117981605467
4140,1.2471642899280661e-05,4.0001177013150375
4150,1.2453561876126876e-05,4.000117422347314
4160,1.2435590609056487e-05,4.000117144692922
4170,1.24177284012503e-05,4.000116868342578
4180,1.2399974559192158e-05,4.000116593287085
4190,1.2382328392621543e-05,4.0001163195173275
4200,1.236478921456628e-05,4.000116047024281
4210,1.234735634121145e-05,4.000115775799001
4220,1.2330029092015818e-05,4.000115505832625
4230,1.2312806789520293e-05,4.000115237116373
4240,1.2295688759517344e-05,4.000114969641548
4250,1.227867433084502e-05,4.000114703399531
4260,1.2261762835482573e-05,4.0001144383817815
4270,1.224495360848195e-05,4.000114174579838
4280,1.222824598796671e-05,4.000113911985315
4290,1.2211639315094911e-05,4.000113650589904
4300,1.2195132934042847e-05,4.000113390385374
4310,1.2178726192012574e-05,4.000113131363566
4320,1.216241843916867e-05,4.000112873516393
4330,1.2146209028643006e-05,4.000112616835844
4340,1.213009731654542e-05,4.00011236131398
4350,1.2114082661910285e-05,4.00011210694293
4360,1.2098164426674953e-05,4.000111853714898
4370,1.2082341975713058e-05,4.000111601622153
4380,1.2066614676736584e-05,4.000111350657036
4390,1.2050981900382203e-05,4.000111100811955
4400,1.2035443020127176e-05,4.000110852079384
4410,1.2019997412290668e-05,4.000110604451863
4420,1.2004644456031909e-05,4.000110357922004
4430,1.198938353333926e-05,4.000110112482476
4440,1.197421402899279e-05,4.0001098681260165
4450,1.195913533058681e-05,4.000109624845426
4460,1.1944146828477847e-05,4.000109382633568
4470,1.192924791582799e-05,4.000109141483366
4480,1.1914437988546117e-05,4.000108901387808
